assignment_key,source_url,source_title,source_type,source_accessed_at,evidence_locator,evidence_note
2019-JAX-head_coach-01-17-doug-marrone,https://github.com/nflverse/nflverse-data/releases/download/pbp/play_by_play_2019.parquet,nflverse play-by-play 2019,official_release,2026-08-27,"regular-season team games, weeks 1-17",Observed head coach on each included regular-season game; interval is first through last observed game week.
2019-JAX-quarterbacks_coach-01-17-scott-milanovich,https://static.www.nfl.com/image/upload/league/f60ftapcsbynqgymw72q.pdf,2019 NFL Record & Fact Book,official_release,2026-08-27,PDF page 86 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: quarterbacks. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2019-KC-head_coach-01-17-andy-reid,https://github.com/nflverse/nflverse-data/releases/download/pbp/play_by_play_2019.parquet,nflverse play-by-play 2019,official_release,2026-08-27,"regular-season team games, weeks 1-17",Observed head coach on each included regular-season game; interval is first through last observed game week.
2019-KC-offensive_coordinator-01-17-eric-bieniemy,https://static.www.nfl.com/image/upload/league/f60ftapcsbynqgymw72q.pdf,2019 NFL Record & Fact Book,official_release,2026-08-27,PDF page 92 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: offensive coordinator. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2019-KC-quarterbacks_coach-01-17-mike-kafka,https://static.www.nfl.com/image/upload/league/f60ftapcsbynqgymw72q.pdf,2019 NFL Record & Fact Book,official_release,2026-08-27,PDF page 92 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: quarterbacks. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2019-LA-head_coach-01-17-sean-mcvay,https://github.com/nflverse/nflverse-data/releases/download/pbp/play_by_play_2019.parquet,nflverse play-by-play 2019,official_release,2026-08-27,"regular-season team games, weeks 1-17",Observed head coach on each included regular-season game; interval is first through last observed game week.
2019-LAC-head_coach-01-17-anthony-lynn,https://github.com/nflverse/nflverse-data/releases/download/pbp/play_by_play_2019.parquet,nflverse play-by-play 2019,official_release,2026-08-27,"regular-season team games, weeks 1-17",Observed head coach on each included regular-season game; interval is first through last observed game week.
2019-LAC-offensive_coordinator-01-17-ken-whisenhunt,https://static.www.nfl.com/image/upload/league/f60ftapcsbynqgymw72q.pdf,2019 NFL Record & Fact Book,official_release,2026-08-27,PDF page 98 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: offensive coordinator. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2019-LAC-quarterbacks_coach-01-17-shane-steichen,https://static.www.nfl.com/image/upload/league/f60ftapcsbynqgymw72q.pdf,2019 NFL Record & Fact Book,official_release,2026-08-27,PDF page 98 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: quarterbacks. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2019-LV-head_coach-01-17-jon-gruden,https://github.com/nflverse/nflverse-data/releases/download/pbp/play_by_play_2019.parquet,nflverse play-by-play 2019,official_release,2026-08-27,"regular-season team games, weeks 1-17",Observed head coach on each included regular-season game; interval is first through last observed game week.
2019-LV-offensive_coordinator-01-17-greg-olson,https://static.www.nfl.com/image/upload/league/f60ftapcsbynqgymw72q.pdf,2019 NFL Record & Fact Book,official_release,2026-08-27,PDF page 122 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: offensive coordinator. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2019-MIA-head_coach-01-17-brian-flores,https://github.com/nflverse/nflverse-data/releases/download/pbp/play_by_play_2019.parquet,nflverse play-by-play 2019,official_release,2026-08-27,"regular-season team games, weeks 1-17",Observed head coach on each included regular-season game; interval is first through last observed game week.
2019-MIN-head_coach-01-17-mike-zimmer,https://github.com/nflverse/nflverse-data/releases/download/pbp/play_by_play_2019.parquet,nflverse play-by-play 2019,official_release,2026-08-27,"regular-season team games, weeks 1-17",Observed head coach on each included regular-season game; interval is first through last observed game week.
2019-MIN-offensive_coordinator-01-17-kevin-stefanski,https://static.www.nfl.com/image/upload/league/f60ftapcsbynqgymw72q.pdf,2019 NFL Record & Fact Book,official_release,2026-08-27,PDF page 190 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: offensive coordinator. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2019-MIN-quarterbacks_coach-01-17-klint-kubiak,https://static.www.nfl.com/image/upload/league/f60ftapcsbynqgymw72q.pdf,2019 NFL Record & Fact Book,official_release,2026-08-27,PDF page 190 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: quarterbacks. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2019-NE-head_coach-01-17-bill-belichick,https://github.com/nflverse/nflverse-data/releases/download/pbp/play_by_play_2019.parquet,nflverse play-by-play 2019,official_release,2026-08-27,"regular-season team games, weeks 1-17",Observed head coach on each included regular-season game; interval is first through last observed game week.
2019-NO-head_coach-01-17-sean-payton,https://github.com/nflverse/nflverse-data/releases/download/pbp/play_by_play_2019.parquet,nflverse play-by-play 2019,official_release,2026-08-27,"regular-season team games, weeks 1-17",Observed head coach on each included regular-season game; interval is first through last observed game week.
2019-NO-offensive_coordinator-01-17-pete-carmichael,https://static.www.nfl.com/image/upload/league/f60ftapcsbynqgymw72q.pdf,2019 NFL Record & Fact Book,official_release,2026-08-27,PDF page 196 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: offensive coordinator. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2019-NO-quarterbacks_coach-01-17-joe-lombardi,https://static.www.nfl.com/image/upload/league/f60ftapcsbynqgymw72q.pdf,2019 NFL Record & Fact Book,official_release,2026-08-27,PDF page 196 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: quarterbacks. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2019-NYG-head_coach-01-17-pat-shurmur,https://github.com/nflverse/nflverse-data/releases/download/pbp/play_by_play_2019.parquet,nflverse play-by-play 2019,official_release,2026-08-27,"regular-season team games, weeks 1-17",Observed head coach on each included regular-season game; interval is first through last observed game week.
2019-NYG-offensive_coordinator-01-17-mike-shula,https://static.www.nfl.com/image/upload/league/f60ftapcsbynqgymw72q.pdf,2019 NFL Record & Fact Book,official_release,2026-08-27,PDF page 202 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: offensive coordinator. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2019-NYJ-head_coach-01-17-adam-gase,https://github.com/nflverse/nflverse-data/releases/download/pbp/play_by_play_2019.parquet,nflverse play-by-play 2019,official_release,2026-08-27,"regular-season team games, weeks 1-17",Observed head coach on each included regular-season game; interval is first through last observed game week.
2019-PHI-head_coach-01-17-doug-pederson,https://github.com/nflverse/nflverse-data/releases/download/pbp/play_by_play_2019.parquet,nflverse play-by-play 2019,official_release,2026-08-27,"regular-season team games, weeks 1-17",Observed head coach on each included regular-season game; interval is first through last observed game week.
2019-PHI-offensive_coordinator-01-17-mike-groh,https://static.www.nfl.com/image/upload/league/f60ftapcsbynqgymw72q.pdf,2019 NFL Record & Fact Book,official_release,2026-08-27,PDF page 208 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: offensive coordinator. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2019-PHI-quarterbacks_coach-01-17-press-taylor,https://static.www.nfl.com/image/upload/league/f60ftapcsbynqgymw72q.pdf,2019 NFL Record & Fact Book,official_release,2026-08-27,PDF page 208 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: quarterbacks. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2019-PIT-head_coach-01-17-mike-tomlin,https://github.com/nflverse/nflverse-data/releases/download/pbp/play_by_play_2019.parquet,nflverse play-by-play 2019,official_release,2026-08-27,"regular-season team games, weeks 1-17",Observed head coach on each included regular-season game; interval is first through last observed game week.
2019-SEA-head_coach-01-17-pete-carroll,https://github.com/nflverse/nflverse-data/releases/download/pbp/play_by_play_2019.parquet,nflverse play-by-play 2019,official_release,2026-08-27,"regular-season team games, weeks 1-17",Observed head coach on each included regular-season game; interval is first through last observed game week.
2019-SEA-offensive_coordinator-01-17-brian-schottenheimer,https://static.www.nfl.com/image/upload/league/f60ftapcsbynqgymw72q.pdf,2019 NFL Record & Fact Book,official_release,2026-08-27,PDF page 220 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: offensive coordinator. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2019-SEA-quarterbacks_coach-01-17-dave-canales,https://static.www.nfl.com/image/upload/league/f60ftapcsbynqgymw72q.pdf,2019 NFL Record & Fact Book,official_release,2026-08-27,PDF page 220 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: quarterbacks. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2019-SF-head_coach-01-17-kyle-shanahan,https://github.com/nflverse/nflverse-data/releases/download/pbp/play_by_play_2019.parquet,nflverse play-by-play 2019,official_release,2026-08-27,"regular-season team games, weeks 1-17",Observed head coach on each included regular-season game; interval is first through last observed game week.
2019-SF-quarterbacks_coach-01-17-shane-day,https://static.www.nfl.com/image/upload/league/f60ftapcsbynqgymw72q.pdf,2019 NFL Record & Fact Book,official_release,2026-08-27,PDF page 214 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: quarterbacks. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2019-TB-head_coach-01-17-bruce-arians,https://github.com/nflverse/nflverse-data/releases/download/pbp/play_by_play_2019.parquet,nflverse play-by-play 2019,official_release,2026-08-27,"regular-season team games, weeks 1-17",Observed head coach on each included regular-season game; interval is first through last observed game week.
2019-TB-offensive_coordinator-01-17-byron-leftwich,https://static.www.nfl.com/image/upload/league/f60ftapcsbynqgymw72q.pdf,2019 NFL Record & Fact Book,official_release,2026-08-27,PDF page 226 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: offensive coordinator. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2019-TB-quarterbacks_coach-01-17-clyde-christensen,https://static.www.nfl.com/image/upload/league/f60ftapcsbynqgymw72q.pdf,2019 NFL Record & Fact Book,official_release,2026-08-27,PDF page 226 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: quarterbacks. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2019-TEN-head_coach-01-17-mike-vrabel,https://github.com/nflverse/nflverse-data/releases/download/pbp/play_by_play_2019.parquet,nflverse play-by-play 2019,official_release,2026-08-27,"regular-season team games, weeks 1-17",Observed head coach on each included regular-season game; interval is first through last observed game week.
2019-TEN-offensive_coordinator-01-17-arthur-smith,https://static.www.nfl.com/image/upload/league/f60ftapcsbynqgymw72q.pdf,2019 NFL Record & Fact Book,official_release,2026-08-27,PDF page 134 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: offensive coordinator. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2019-WAS-head_coach-01-05-jay-gruden,https://github.com/nflverse/nflverse-data/releases/download/pbp/play_by_play_2019.parquet,nflverse play-by-play 2019,official_release,2026-08-27,"regular-season team games, weeks 1-5",Observed head coach on each included regular-season game; interval is first through last observed game week.
2019-WAS-head_coach-06-17-bill-callahan,https://github.com/nflverse/nflverse-data/releases/download/pbp/play_by_play_2019.parquet,nflverse play-by-play 2019,official_release,2026-08-27,"regular-season team games, weeks 6-17",Observed head coach on each included regular-season game; interval is first through last observed game week.
2019-WAS-quarterbacks_coach-01-17-tim-rattay,https://static.www.nfl.com/image/upload/league/f60ftapcsbynqgymw72q.pdf,2019 NFL Record & Fact Book,official_release,2026-08-27,PDF page 232 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: quarterbacks. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2020-ARI-head_coach-01-17-kliff-kingsbury,https://github.com/nflverse/nflverse-data/releases/download/pbp/play_by_play_2020.parquet,nflverse play-by-play 2020,official_release,2026-08-27,"regular-season team games, weeks 1-17",Observed head coach on each included regular-season game; interval is first through last observed game week.
2020-ATL-head_coach-01-05-dan-quinn,https://github.com/nflverse/nflverse-data/releases/download/pbp/play_by_play_2020.parquet,nflverse play-by-play 2020,official_release,2026-08-27,"regular-season team games, weeks 1-5",Observed head coach on each included regular-season game; interval is first through last observed game week.
2020-ATL-head_coach-06-17-raheem-morris,https://github.com/nflverse/nflverse-data/releases/download/pbp/play_by_play_2020.parquet,nflverse play-by-play 2020,official_release,2026-08-27,"regular-season team games, weeks 6-17",Observed head coach on each included regular-season game; interval is first through last observed game week.
2020-ATL-offensive_coordinator-01-17-dirk-koetter,https://basement.crucifyd.com/zone/seahawks/record-fact/NFL%20-%202020%20-%20Record%20%26%20Fact%20Book.pdf,2020 NFL Record & Fact Book,official_book_mirror,2026-08-27,PDF page 148 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: offensive coordinator. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2020-ATL-quarterbacks_coach-01-17-greg-knapp,https://basement.crucifyd.com/zone/seahawks/record-fact/NFL%20-%202020%20-%20Record%20%26%20Fact%20Book.pdf,2020 NFL Record & Fact Book,official_book_mirror,2026-08-27,PDF page 148 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: quarterbacks. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2020-BAL-head_coach-01-17-john-harbaugh,https://github.com/nflverse/nflverse-data/releases/download/pbp/play_by_play_2020.parquet,nflverse play-by-play 2020,official_release,2026-08-27,"regular-season team games, weeks 1-17",Observed head coach on each included regular-season game; interval is first through last observed game week.
2020-BAL-offensive_coordinator-01-17-greg-roman,https://basement.crucifyd.com/zone/seahawks/record-fact/NFL%20-%202020%20-%20Record%20%26%20Fact%20Book.pdf,2020 NFL Record & Fact Book,official_book_mirror,2026-08-27,PDF page 44 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: offensive coordinator. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2020-BAL-quarterbacks_coach-01-17-james-urban,https://basement.crucifyd.com/zone/seahawks/record-fact/NFL%20-%202020%20-%20Record%20%26%20Fact%20Book.pdf,2020 NFL Record & Fact Book,official_book_mirror,2026-08-27,PDF page 44 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: quarterbacks. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2020-BUF-head_coach-01-17-sean-mcdermott,https://github.com/nflverse/nflverse-data/releases/download/pbp/play_by_play_2020.parquet,nflverse play-by-play 2020,official_release,2026-08-27,"regular-season team games, weeks 1-17",Observed head coach on each included regular-season game; interval is first through last observed game week.
2020-BUF-offensive_coordinator-01-17-brian-daboll,https://basement.crucifyd.com/zone/seahawks/record-fact/NFL%20-%202020%20-%20Record%20%26%20Fact%20Book.pdf,2020 NFL Record & Fact Book,official_book_mirror,2026-08-27,PDF page 50 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: offensive coordinator. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2020-BUF-quarterbacks_coach-01-17-ken-dorsey,https://basement.crucifyd.com/zone/seahawks/record-fact/NFL%20-%202020%20-%20Record%20%26%20Fact%20Book.pdf,2020 NFL Record & Fact Book,official_book_mirror,2026-08-27,PDF page 50 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: quarterbacks. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2020-CAR-head_coach-01-17-matt-rhule,https://github.com/nflverse/nflverse-data/releases/download/pbp/play_by_play_2020.parquet,nflverse play-by-play 2020,official_release,2026-08-27,"regular-season team games, weeks 1-17",Observed head coach on each included regular-season game; interval is first through last observed game week.
2020-CHI-head_coach-01-17-matt-nagy,https://github.com/nflverse/nflverse-data/releases/download/pbp/play_by_play_2020.parquet,nflverse play-by-play 2020,official_release,2026-08-27,"regular-season team games, weeks 1-17",Observed head coach on each included regular-season game; interval is first through last observed game week.
2020-CHI-quarterbacks_coach-01-17-john-defilippo,https://basement.crucifyd.com/zone/seahawks/record-fact/NFL%20-%202020%20-%20Record%20%26%20Fact%20Book.pdf,2020 NFL Record & Fact Book,official_book_mirror,2026-08-27,PDF page 160 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: quarterbacks. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2020-CIN-head_coach-01-17-zac-taylor,https://github.com/nflverse/nflverse-data/releases/download/pbp/play_by_play_2020.parquet,nflverse play-by-play 2020,official_release,2026-08-27,"regular-season team games, weeks 1-17",Observed head coach on each included regular-season game; interval is first through last observed game week.
2020-CIN-offensive_coordinator-01-17-brian-callahan,https://basement.crucifyd.com/zone/seahawks/record-fact/NFL%20-%202020%20-%20Record%20%26%20Fact%20Book.pdf,2020 NFL Record & Fact Book,official_book_mirror,2026-08-27,PDF page 56 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: offensive coordinator. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2020-CIN-quarterbacks_coach-01-17-dan-pitcher,https://basement.crucifyd.com/zone/seahawks/record-fact/NFL%20-%202020%20-%20Record%20%26%20Fact%20Book.pdf,2020 NFL Record & Fact Book,official_book_mirror,2026-08-27,PDF page 56 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: quarterbacks. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2020-CLE-head_coach-01-17-kevin-stefanski,https://github.com/nflverse/nflverse-data/releases/download/pbp/play_by_play_2020.parquet,nflverse play-by-play 2020,official_release,2026-08-27,"regular-season team games, weeks 1-17",Observed head coach on each included regular-season game; interval is first through last observed game week.
2020-CLE-offensive_coordinator-01-17-alex-van-pelt,https://basement.crucifyd.com/zone/seahawks/record-fact/NFL%20-%202020%20-%20Record%20%26%20Fact%20Book.pdf,2020 NFL Record & Fact Book,official_book_mirror,2026-08-27,PDF page 62 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: offensive coordinator. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2020-DAL-head_coach-01-17-mike-mccarthy,https://github.com/nflverse/nflverse-data/releases/download/pbp/play_by_play_2020.parquet,nflverse play-by-play 2020,official_release,2026-08-27,"regular-season team games, weeks 1-17",Observed head coach on each included regular-season game; interval is first through last observed game week.
2020-DAL-offensive_coordinator-01-17-kellen-moore,https://basement.crucifyd.com/zone/seahawks/record-fact/NFL%20-%202020%20-%20Record%20%26%20Fact%20Book.pdf,2020 NFL Record & Fact Book,official_book_mirror,2026-08-27,PDF page 166 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: offensive coordinator. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2020-DAL-quarterbacks_coach-01-17-doug-nussmeier,https://basement.crucifyd.com/zone/seahawks/record-fact/NFL%20-%202020%20-%20Record%20%26%20Fact%20Book.pdf,2020 NFL Record & Fact Book,official_book_mirror,2026-08-27,PDF page 166 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: quarterbacks. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2020-DEN-head_coach-01-17-vic-fangio,https://github.com/nflverse/nflverse-data/releases/download/pbp/play_by_play_2020.parquet,nflverse play-by-play 2020,official_release,2026-08-27,"regular-season team games, weeks 1-17",Observed head coach on each included regular-season game; interval is first through last observed game week.
2020-DEN-offensive_coordinator-01-17-pat-shurmur,https://basement.crucifyd.com/zone/seahawks/record-fact/NFL%20-%202020%20-%20Record%20%26%20Fact%20Book.pdf,2020 NFL Record & Fact Book,official_book_mirror,2026-08-27,PDF page 68 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: offensive coordinator. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2020-DEN-quarterbacks_coach-01-17-mike-shula,https://basement.crucifyd.com/zone/seahawks/record-fact/NFL%20-%202020%20-%20Record%20%26%20Fact%20Book.pdf,2020 NFL Record & Fact Book,official_book_mirror,2026-08-27,PDF page 68 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: quarterbacks. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2020-DET-head_coach-01-12-matt-patricia,https://github.com/nflverse/nflverse-data/releases/download/pbp/play_by_play_2020.parquet,nflverse play-by-play 2020,official_release,2026-08-27,"regular-season team games, weeks 1-12",Observed head coach on each included regular-season game; interval is first through last observed game week.
2020-DET-head_coach-13-17-darrell-bevell,https://github.com/nflverse/nflverse-data/releases/download/pbp/play_by_play_2020.parquet,nflverse play-by-play 2020,official_release,2026-08-27,"regular-season team games, weeks 13-17",Observed head coach on each included regular-season game; interval is first through last observed game week.
2020-DET-offensive_coordinator-01-17-darrell-bevell,https://basement.crucifyd.com/zone/seahawks/record-fact/NFL%20-%202020%20-%20Record%20%26%20Fact%20Book.pdf,2020 NFL Record & Fact Book,official_book_mirror,2026-08-27,PDF page 172 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: offensive coordinator. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2020-GB-head_coach-01-17-matt-lafleur,https://github.com/nflverse/nflverse-data/releases/download/pbp/play_by_play_2020.parquet,nflverse play-by-play 2020,official_release,2026-08-27,"regular-season team games, weeks 1-17",Observed head coach on each included regular-season game; interval is first through last observed game week.
2020-GB-offensive_coordinator-01-17-nathaniel-hackett,https://basement.crucifyd.com/zone/seahawks/record-fact/NFL%20-%202020%20-%20Record%20%26%20Fact%20Book.pdf,2020 NFL Record & Fact Book,official_book_mirror,2026-08-27,PDF page 178 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: offensive coordinator. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2020-GB-quarterbacks_coach-01-17-luke-getsy,https://basement.crucifyd.com/zone/seahawks/record-fact/NFL%20-%202020%20-%20Record%20%26%20Fact%20Book.pdf,2020 NFL Record & Fact Book,official_book_mirror,2026-08-27,PDF page 178 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: quarterbacks/passing game coordinator. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2020-HOU-head_coach-01-04-bill-o-brien,https://github.com/nflverse/nflverse-data/releases/download/pbp/play_by_play_2020.parquet,nflverse play-by-play 2020,official_release,2026-08-27,"regular-season team games, weeks 1-4",Observed head coach on each included regular-season game; interval is first through last observed game week.
2020-HOU-head_coach-05-17-romeo-crennel,https://github.com/nflverse/nflverse-data/releases/download/pbp/play_by_play_2020.parquet,nflverse play-by-play 2020,official_release,2026-08-27,"regular-season team games, weeks 5-17",Observed head coach on each included regular-season game; interval is first through last observed game week.
2020-HOU-offensive_coordinator-01-17-tim-kelly,https://www.houstontexans.com/news/tim-kelly-will-have-new-role-on-offense-in-2020,Tim Kelly will have new role on offense in 2020,official_team_site,2026-08-27,Team article body,Official team article identifies Tim Kelly as offensive coordinator/quarterbacks for 2020.
2020-HOU-play_caller-01-03-tim-kelly,https://www.nfl.com/news/texans-change-how-they-call-plays-with-bill-o-brien-more-involved,Texans change how they call plays with Bill O'Brien more involved,official_release,2026-08-27,Retrospective through Week 3,Dated league reporting says O'Brien stepped back for the first three games and Kelly handled play-calling.
2020-HOU-play_caller-04-04-bill-o-brien,https://www.nfl.com/news/texans-change-how-they-call-plays-with-bill-o-brien-more-involved,Texans change how they call plays with Bill O'Brien more involved,official_release,2026-08-27,Week 4 shared process,Dated league reporting documents O'Brien taking a heavy hand in play-calling while Kelly continued relaying plays in Week 4.
2020-HOU-play_caller-04-04-tim-kelly,https://www.nfl.com/news/texans-change-how-they-call-plays-with-bill-o-brien-more-involved,Texans change how they call plays with Bill O'Brien more involved,official_release,2026-08-27,Week 4 shared process,Dated league reporting documents Kelly relaying play calls while O'Brien took a heavy hand in Week 4.
2020-HOU-play_caller-05-17-tim-kelly,https://www.houstontexans.com/news/oc-tim-kelly-discusses-new-role-as-play-caller-in-2020,OC Tim Kelly discusses new role as play-caller in 2020,official_team_site,2026-08-27,Preseason designation; weeks 5-17 provisional,Official team reporting names Kelly the 2020 play caller; exact post-Week-4 weekly duties remain queued for review.
2020-HOU-play_caller-05-17-tim-kelly,https://www.nfl.com/news/texans-fire-bill-o-brien-as-general-manager-head-coach,Texans fire Bill O'Brien as general manager and head coach,official_release,2026-08-27,O'Brien removed after Week 4,League reporting confirms O'Brien was removed after Week 4; it does not independently resolve every later play-calling week.
2020-HOU-quarterbacks_coach-01-17-tim-kelly,https://www.houstontexans.com/news/tim-kelly-will-have-new-role-on-offense-in-2020,Tim Kelly will have new role on offense in 2020,official_team_site,2026-08-27,Team article body,Official team article identifies Tim Kelly as offensive coordinator/quarterbacks for 2020.
2020-IND-head_coach-01-17-frank-reich,https://github.com/nflverse/nflverse-data/releases/download/pbp/play_by_play_2020.parquet,nflverse play-by-play 2020,official_release,2026-08-27,"regular-season team games, weeks 1-17",Observed head coach on each included regular-season game; interval is first through last observed game week.
2020-IND-offensive_coordinator-01-17-nick-sirianni,https://basement.crucifyd.com/zone/seahawks/record-fact/NFL%20-%202020%20-%20Record%20%26%20Fact%20Book.pdf,2020 NFL Record & Fact Book,official_book_mirror,2026-08-27,PDF page 80 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: offensive coordinator. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2020-IND-quarterbacks_coach-01-17-marcus-brady,https://basement.crucifyd.com/zone/seahawks/record-fact/NFL%20-%202020%20-%20Record%20%26%20Fact%20Book.pdf,2020 NFL Record & Fact Book,official_book_mirror,2026-08-27,PDF page 80 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: quarterbacks. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2020-JAX-head_coach-01-17-doug-marrone,https://github.com/nflverse/nflverse-data/releases/download/pbp/play_by_play_2020.parquet,nflverse play-by-play 2020,official_release,2026-08-27,"regular-season team games, weeks 1-17",Observed head coach on each included regular-season game; interval is first through last observed game week.
2020-JAX-offensive_coordinator-01-17-jay-gruden,https://basement.crucifyd.com/zone/seahawks/record-fact/NFL%20-%202020%20-%20Record%20%26%20Fact%20Book.pdf,2020 NFL Record & Fact Book,official_book_mirror,2026-08-27,PDF page 86 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: offensive coordinator. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2020-JAX-quarterbacks_coach-01-17-ben-mcadoo,https://basement.crucifyd.com/zone/seahawks/record-fact/NFL%20-%202020%20-%20Record%20%26%20Fact%20Book.pdf,2020 NFL Record & Fact Book,official_book_mirror,2026-08-27,PDF page 86 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: quarterbacks. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2020-KC-head_coach-01-17-andy-reid,https://github.com/nflverse/nflverse-data/releases/download/pbp/play_by_play_2020.parquet,nflverse play-by-play 2020,official_release,2026-08-27,"regular-season team games, weeks 1-17",Observed head coach on each included regular-season game; interval is first through last observed game week.
2020-KC-offensive_coordinator-01-17-eric-bieniemy,https://basement.crucifyd.com/zone/seahawks/record-fact/NFL%20-%202020%20-%20Record%20%26%20Fact%20Book.pdf,2020 NFL Record & Fact Book,official_book_mirror,2026-08-27,PDF page 92 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: offensive coordinator. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2020-LA-head_coach-01-17-sean-mcvay,https://github.com/nflverse/nflverse-data/releases/download/pbp/play_by_play_2020.parquet,nflverse play-by-play 2020,official_release,2026-08-27,"regular-season team games, weeks 1-17",Observed head coach on each included regular-season game; interval is first through last observed game week.
