evidence_id,source_url,source_title,assignment_keys,required_terms
2018-ari-leftwich-play-caller,https://www.nfl.com/_amp/cardinals-fire-offensive-coordinator-mike-mccoy-0ap3000000975904,Cardinals fire offensive coordinator Mike McCoy,2018-ARI-play_caller-08-17-byron-leftwich,quarterbacks coach Byron Leftwich|new OC and play-caller|Seven weeks into the season
2018-cle-haley-play-caller,https://www.clevelandbrowns.com/news/need-to-know-hue-jackson-ready-to-assist-infuse-himself-as-offense-strives-for-c,Hue Jackson ready to assist offense,2018-CLE-play_caller-01-08-todd-haley,Todd Haley will remain in that role|not take over play-calling duties
2018-cle-kitchens-play-caller,https://www.clevelandbrowns.com/news/browns-biggest-plays-under-offensive-coordinator-freddie-kitchens-rooted-in-trus,Browns biggest plays under Freddie Kitchens,2018-CLE-play_caller-09-17-freddie-kitchens,Freddie Kitchens|took over the play-calling Week 9
2018-jax-hackett-play-caller,https://www.jaguars.com/news/doug-marrone-monday-november-26-2018,Doug Marrone - Monday November 26 2018,2018-JAX-play_caller-01-12-nathaniel-hackett,Scott Milanovich will be the play-caller|change with the play-caller|entering Week 13
2018-jax-milanovich-play-caller,https://www.jaguars.com/news/milanovich-there-s-always-pressure,Milanovich: There's always pressure,2018-JAX-play_caller-13-17-scott-milanovich,taken over play-calling duties|wake of Nathaniel Hackett's dismissal|five games
2018-min-defilippo-play-caller,https://www.vikings.com/news/notebook-defilippo-believes-in-harshly-judging-self,DeFilippo believes in harshly judging self,2018-MIN-play_caller-01-14-john-defilippo,"John DeFilippo|play caller|Aug 21, 2018"
2018-min-stefanski-play-caller,https://www.vikings.com/news/kevin-stefanksi-bringing-varied-offensive-experiences-to-interim-role,Kevin Stefanski bringing varied offensive experiences to interim role,2018-MIN-play_caller-15-17-kevin-stefanski,Kevin Stefanski|Interim Offensive Coordinator|take over play-calling duties|final three regular-season games
2012-bal-play-caller-change,https://www.baltimoreravens.com/news/jim-caldwell-staying-as-offensive-coordinator-9400221,Jim Caldwell staying as offensive coordinator,2012-BAL-play_caller-01-14-cam-cameron|2012-BAL-play_caller-15-17-jim-caldwell,Caldwell took over for Cam Cameron in Week 15|interim basis|calling plays
2012-ten-play-caller-change,https://www.tennesseetitans.com/news/titans-enlist-help-of-nfl-veteran-oc-tom-moore-8963698,Titans enlist Tom Moore after caller change,2012-TEN-play_caller-01-12-chris-palmer|2012-TEN-play_caller-13-17-dowell-loggains,firing offensive coordinator Chris Palmer|Loggains will call the plays starting Sunday
2015-mia-play-caller-change,https://www.nfl.com/news/dolphins-fire-offensive-coordinator-bill-lazor-0ap3000000591391,Dolphins fire Bill Lazor and name Zac Taylor caller,2015-MIA-play_caller-01-12-bill-lazor|2015-MIA-play_caller-13-17-zac-taylor,Bill Lazor|Zac Taylor|primary play calling|remainder of the season
2016-bal-play-caller-change,https://www.baltimoreravens.com/news/ravens-fire-offensive-coordinator-marc-trestman-17854693,Ravens fire Marc Trestman,2016-BAL-play_caller-01-05-marc-trestman|2016-BAL-play_caller-06-17-marty-mornhinweg,Marc Trestman|five-game start|Marty Mornhinweg|rest of the season
2016-buf-play-caller-change,https://www.buffalobills.com/news/bills-offensive-staff-rallies-around-anthony-lynn-17736769,Bills offensive staff rallies around Anthony Lynn,2016-BUF-play_caller-01-02-greg-roman|2016-BUF-play_caller-03-17-anthony-lynn,Week 3|former coordinator Greg Roman|called plays|Lynn as their play caller
2016-jax-play-caller-change,https://www.nfl.com/news/jaguars-choose-hackett-as-new-oc-over-chip-kelly-0ap3000000776268,Jaguars make Nathaniel Hackett permanent,2016-JAX-play_caller-01-08-greg-olson|2016-JAX-play_caller-09-17-nathaniel-hackett,interim play-caller|taking over for the fired Greg Olson|after a Week 8 loss
2016-min-play-caller-change,https://www.vikings.com/news/final-thoughts-vikings-vs-lions-18021241,Final thoughts Vikings vs Lions,2016-MIN-play_caller-01-08-norv-turner|2016-MIN-play_caller-09-17-pat-shurmur,first time|plays will be called by someone other than Norv Turner|Pat Shurmur|play calling role
2010-ari-whisenhunt-play-caller,https://www.nbcsports.com/nfl/profootballtalk/rumor-mill/news/whisenhunt-not-giving-up-playcalling-duties,Whisenhunt not giving up play-calling duties,2010-ARI-play_caller-01-17-ken-whisenhunt,Whisenhunt|continue calling plays|2010 regular season
2010-bal-cameron-play-caller,https://www.baltimoreravens.com/news/cameron-s-take-on-stresses-of-coaching-7746324,Cameron's take on stresses of coaching,2010-BAL-play_caller-01-17-cam-cameron,Cam Cameron|play-calling this year|called plays
2011-bal-cameron-play-caller,https://www.baltimoreravens.com/news/postgame-transcript-week-12-vs-49ers-7742625,Postgame transcript Week 12 vs 49ers,2011-BAL-play_caller-01-17-cam-cameron,Cam Cameron|called a winning gameplan
2010-2012-dal-garrett-play-caller,https://www.giants.com/news/jason-garrett-to-call-plays-joe-judge-pittsburgh-steelers-dallas-cowboys,Jason Garrett returns to roots as play caller,2010-DAL-play_caller-01-17-jason-garrett|2011-DAL-play_caller-01-17-jason-garrett|2012-DAL-play_caller-01-17-jason-garrett,Jason Garrett|duty of calling the team's plays|neither of which he surrendered|first time in almost eight years
2010-2011-lv-jackson-play-caller,https://www.raiders.com/news/raiders-owner-al-davis-introduces-new-head-coach-hue-jackson-3274199,Raiders introduce Head Coach Hue Jackson,2010-LV-play_caller-01-17-hue-jackson|2011-LV-play_caller-01-17-hue-jackson,still going to be calling all the plays|Yes I am|primary play-caller
